country,iso,survey_start_year,survey_end_year,age_group,population,region,sub_region,intermediate_region,contraceptive_any_method,contraceptive_any_modern_method,contraceptive_any_traditional_method,contraceptive_emergency_contraception,contraceptive_female_condom,contraceptive_female_sterilization,contraceptive_implant,contraceptive_injectable,contraceptive_iud,contraceptive_lactational_amenorrhea_method_lam,contraceptive_male_condom,contraceptive_male_sterilization,contraceptive_other_modern_methods,contraceptive_other_traditional_methods,contraceptive_pill,contraceptive_rhythm,contraceptive_vaginal_barrier_methods,contraceptive_withdrawal,unmet_need_limiting,unmet_need_spacing,unmet_need_total,demand_satisfied,data_source_datacatalog_id,data_source_datacatalog_longname,data_source_source,notes,notes_contraceptive_use_methods,notes_contraceptive_use_population,notes_contraceptive_use_residuals_modern_methods,notes_contraceptive_use_residuals_traditional_methods,notes_note_on_country,notes_unmet_need_indicator,notes_unmet_need_population_excluded,notes_unmet_need_population_included
Tunisia,788,2001,2001,15-49,MW,Africa,Northern Africa,NA,62.6,53.1,9.6,NA,NA,NA,0.4,1.7,27.6,NA,1.6,NA,10.5,0.5,10.9,7.4,0.4,1.7,NA,NA,12.1,71.1,743,Tunisia 2001 Family Health Survey,PAPFAM,,NA,NA,Including male and female sterilization.,NA,NA,NA,NA,NA
Tunisia,788,2006,2006,15-49,MW,Africa,Northern Africa,NA,60.2,51.5,8.7,NA,NA,5.6,0.3,1.4,27.8,NA,1.3,NA,NA,NA,14.5,8,0.3,0.6,NA,NA,NA,NA,2585,Tunisia 2006 Multiple Indicator Cluster Survey,MICS,,Adjusted.,NA,NA,NA,NA,NA,NA,NA
Tunisia,788,2011,2012,15-49,MW,Africa,Northern Africa,NA,62.5,50.9,11.6,NA,0.1,3.1,0.4,1,25.3,0.9,1.1,0,NA,0.2,19,10.8,0,0.6,3.3,3.7,7,73.2,5038,Tunisia 2011-2012 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Turkey,792,1963,1963,<45,MW,Asia,Western Asia,NA,22.1,6.7,21,NA,NA,NA,NA,NA,0,NA,4.3,NA,NA,10.6,1,NA,1.4,10.4,NA,NA,NA,NA,5416,"Turkey 1963 Knowledge, Attitudes and Practices in Family Planning Survey",National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,NA,Including douching.,NA,NA,NA,NA
Turkey,792,1968,1968,<45,MW,Asia,Western Asia,NA,31.6,9.3,29.8,NA,NA,NA,NA,NA,1.6,NA,4.4,NA,NA,11.8,2.2,NA,1.1,18,NA,NA,NA,NA,691,Turkey 1968 Survey on Family Structure and Population Problems,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,NA,Including douching.,NA,NA,NA,NA
Turkey,792,1973,1973,<45,MW,Asia,Western Asia,NA,36.8,11.4,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,Turkey 1973 Survey of Population Problems,National survey,,NA,NA,"Including injectables, IUD, male condoms and pills.","Including abstinence, rhythm and withdrawal.",NA,NA,NA,NA
Turkey,792,1978,1978,15-49,MW,Asia,Western Asia,NA,50.4,17.8,32.6,NA,NA,0.6,NA,0.4,4,NA,4.1,0.2,NA,9.1,8.1,1.3,0.4,22.2,NA,NA,NA,NA,748,Turkey 1978 World Fertility Survey,WFS,,NA,Data pertain to women exposed to the risk of pregnancy.,NA,Including abstinence and douching.,NA,NA,NA,NA
Turkey,792,1983,1983,15-49,MW,Asia,Western Asia,NA,50.6,22.4,28.2,NA,NA,1.1,NA,0.2,7.3,NA,4,NA,NA,2.3,7.4,1.2,NA,24.8,NA,NA,NA,NA,824,Turkey 1983 Population and Health Survey,CPS,,Adjusted.,NA,NA,Including douching and folk methods.,NA,NA,NA,NA
Turkey,792,1988,1988,15-49,MW,Asia,Western Asia,NA,63.4,31.1,32.3,NA,NA,1.7,NA,0.1,14,NA,7.2,0.1,1.8,3.1,6.2,3.5,NA,25.7,NA,NA,NA,NA,729,Turkey 1988 Population and Health Survey,National survey,,NA,NA,Including vaginal barrier methods.,Including abstinence and douching.,NA,NA,NA,NA
Turkey,792,1993,1993,15-49,MW,Asia,Western Asia,NA,62.6,34.5,28.1,NA,NA,2.9,NA,0.1,18.8,NA,6.6,0,NA,0.9,4.9,1,1.2,26.2,10.2,4.4,14.6,44.7,1757,Turkey 1993 Demographic and Health Survey,DHS,,NA,NA,NA,Including abstinence and douching.,NA,NA,NA,NA
Turkey,792,1998,1998,15-49,MW,Asia,Western Asia,NA,63.9,37.7,26.1,NA,NA,4.2,NA,0.5,19.8,NA,8.2,0,NA,0.6,4.4,1.1,0.6,24.4,9,5,14,48.4,1756,Turkey 1998 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Turkey,792,2003,2004,15-49,MW,Asia,Western Asia,NA,71,43.1,27.9,NA,NA,5.7,NA,0.4,20.2,0.6,10.8,0.1,NA,0.4,4.7,1.1,0.6,26.4,6.4,3.1,9.5,53.5,1755,Turkey 2003 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Turkey,792,2008,2008,15-49,MW,Asia,Western Asia,NA,73,46,27,NA,0,8.3,0,0.9,16.9,NA,14.3,0.1,NA,0.2,5.3,0.6,0.1,26.2,4.1,2.1,6.2,58.1,5184,Turkey 2008 Demographic and Health Survey,National survey,,NA,NA,NA,Including lactational amenorrhea (LAM) and folk methods.,NA,NA,NA,NA
Turkey,792,2013,2013,15-49,MW,Asia,Western Asia,NA,73.5,47.4,26,NA,NA,9.4,0,0.6,16.8,0.1,15.8,0,NA,0.1,4.6,0.3,0.1,25.5,3.3,2.6,5.9,59.7,5557,Turkey 2013 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,795,2e3,2e3,15-49,MW,Asia,Central Asia,NA,61.8,53.1,8.7,NA,NA,1.8,NA,1,39,7.9,2,NA,NA,1.3,1.2,2.1,0,5.3,8.3,4.7,13.1,70.9,1793,Turkmenistan 2000 Demographic and Health Survey,DHS,,Adjusted.,NA,Including female condoms.,NA,NA,NA,NA,NA
Turkmenistan,795,2006,2006,15-49,MW,Asia,Central Asia,NA,48,46.9,1.2,NA,0.1,NA,0.1,0.6,42.5,0.9,0.9,NA,NA,0.4,1.7,NA,0.1,0.8,NA,NA,NA,NA,5,Turkmenistan 2006 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,Including abstinence.,NA,NA,NA,NA
Turkmenistan,795,2015,2016,15-49,MW,Asia,Central Asia,NA,50.2,47.1,3.1,NA,0,0.3,0,0.3,44,NA,1.5,0.1,NA,0,1,0.5,0,2.6,4.7,7.4,12.1,75.6,5731,Turkmenistan 2015 Multiple Indicator Cluster Survey,MICS,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Tuvalu,798,2007,2007,15-49,MW,Oceania,Polynesia,NA,30.5,22.4,8.1,NA,NA,8.5,1.5,8.4,1.3,NA,0.5,NA,NA,1,2.2,5.9,NA,1.2,12.1,12.1,24.2,41,3329,Tuvalu 2007 Demographic Health Survey (national),National survey,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Uganda,800,1988,1989,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,4.9,2.5,2.4,NA,NA,0.8,NA,0.4,0.2,NA,0,NA,NA,0.4,1.1,1.6,NA,0.3,NA,NA,NA,NA,1804,Uganda 1988-1989 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,800,1995,1995,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,14.8,7.8,7,NA,NA,1.4,NA,2.5,0.4,NA,0.8,NA,NA,2.7,2.6,3.7,NA,0.6,11.1,18.9,30,17.4,1723,Uganda 1995 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Uganda,800,2e3,2001,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,22.8,18.2,4.6,NA,NA,2,0.3,6.4,0.2,4.2,1.9,0,NA,1,3.2,2.5,0,1.1,14.7,20.3,35,31.5,1886,Uganda 2000-2001 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Uganda,800,2004,2005,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,19.7,18.7,1,NA,NA,1.7,0.3,9.7,0.2,2.7,1,NA,NA,0.4,3,0.3,NA,0.3,NA,NA,NA,NA,830,Uganda 2004-2005 HIV-AIDS Indicator Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Uganda,800,2006,2006,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,23.7,17.9,5.8,NA,NA,2.4,0.3,10.2,0.2,NA,1.7,0.1,NA,0.9,2.9,2.8,NA,2.1,14.3,23.7,38,29,1887,Uganda 2006 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Uganda,800,2011,2011,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,30,26,4,NA,NA,2.9,2.7,14.1,0.5,0.2,2.7,0.1,NA,0.5,2.9,1.4,NA,2.1,13.5,20.8,34.3,40.4,5072,Uganda 2011 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,800,2014,2014,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,27.2,25.3,1.9,0.1,0.1,1.8,3.3,15,0.8,0.3,1.8,0.1,NA,0.1,2.1,0.9,0,0.8,14,20.7,34.7,40.9,5997,Uganda 2014 PMA Round 1,PMA,,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,800,2015,2015,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,35,31.1,3.9,0.1,NA,2.5,4.9,16.3,1.2,0.6,3.2,0.1,NA,0.4,2.1,1.8,0,1.7,11.8,18.1,29.9,47.9,5998,Uganda 2015 PMA Round 2,PMA,,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,800,2015,2015,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,34.3,29.5,4.8,0.2,0.1,1.7,4.9,16.8,0.4,0,2.8,0.1,NA,1.2,2.4,1.5,NA,2.1,11.5,20.3,31.8,44.6,5722,Uganda 2015 PMA Round 3,PMA,,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,800,2016,2016,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,36.9,32.2,4.7,0.1,0.1,2.8,5,18.1,0.8,0.3,2.1,0,NA,0.7,2.5,2.4,NA,2,11.3,19.2,30.5,47.8,6114,Uganda 2016 PMA Round 4,PMA,,NA,NA,NA,NA,NA,Preliminary data.,NA,NA
Uganda,800,2017,2017,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,38.4,33.9,4.5,NA,NA,2.6,7.1,17.6,0.9,NA,2.3,NA,0.7,4.5,2.7,NA,NA,NA,10.7,18.9,29.6,49.9,7481,Uganda 2017 PMA Round 5,PMA,,NA,NA,"Including male sterilization, female condom, beads and LAM",NA,NA,NA,NA,NA
Ukraine,804,1999,1999,15-44,MW,Europe,Eastern Europe,NA,67.5,37.6,29.9,NA,NA,1.4,NA,NA,18.6,NA,13.5,NA,0.3,NA,3,10.4,0.8,19.5,14.1,3.4,17.5,44.2,684,Ukraine 1999 Reproductive Health Survey,RHS,,NA,NA,"Including male sterilization, emergency contraception, injectables and implants.",NA,NA,NA,"Excluding women who are currently pregnant, currently seeking to become pregnant, subfecund, or who are not sexually active, including women practicing post-partum abstinence. ","Including fecund married women, currently sexually active, currently exposed to the risk of pregnancy, not wanting to become pregnant, and not using a method of contraception other than folk methods, douches, breastfeeding or lactational amenorrhea (LAM)."
Ukraine,804,2e3,2e3,15-49,MW,Europe,Eastern Europe,NA,71.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4448,Ukraine 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Ukraine,804,2005,2005,15-49,MW,Europe,Eastern Europe,NA,65.6,58.5,7.1,NA,0.4,1.3,0.1,0.1,24.8,0.3,20.3,NA,NA,0.2,10.7,2.7,0.5,4.1,NA,NA,NA,NA,1904,Ukraine 2005 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Ukraine,804,2007,2007,15-49,MW,Europe,Eastern Europe,NA,66.7,47.5,19.1,NA,NA,0.6,NA,0,17.7,NA,23.8,NA,NA,1.6,4.8,7.2,0.5,10.3,6.4,3.7,10.1,61.8,170,Ukraine 2007 Demographic and Health Survey,DHS,,Figures by method do not add up to the total.,NA,NA,Including folk methods.,NA,NA,NA,NA
Ukraine,804,2012,2012,15-49,MW,Europe,Eastern Europe,NA,65.4,47.8,17.7,NA,0.4,0.9,0.1,0,13.9,0.8,24.2,0,0,0.1,6.4,3,0.9,14.6,1.8,3.1,4.9,68,5040,Ukraine 2012 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
United Arab Emirates,784,1995,1995,15-49,MW,Asia,Western Asia,NA,27.5,23.6,4,NA,NA,4.2,NA,1.5,3.7,NA,2,0.1,NA,1,12,1.6,0.2,1.4,NA,NA,NA,NA,12,United Arab Emirates 1995 Family Health Survey,GFHS,,NA,Data pertain to nationals of the country.,NA,Including breastfeeding.,NA,NA,NA,NA
United Kingdom,826,1986,1986,16-49,MW,Europe,Northern Europe,NA,81,78,8,NA,NA,15,NA,1,8,NA,16,16,NA,0,19,2,3,6,NA,NA,NA,NA,2765,United Kingdom 1986 General Household Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,NA,NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,1989,1989,16-49,AL,Europe,Northern Europe,NA,69,66,6,NA,NA,11,NA,NA,5,NA,15,12,NA,1,22,1,1,4,NA,NA,NA,NA,5185,United Kingdom 1989 General Household Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,"Data pertain to all women of reproductive age, irrespective of marital status.",NA,NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,1991,1991,16-49,AL,Europe,Northern Europe,NA,70,70,5,NA,NA,12,NA,NA,5,NA,16,13,NA,1,23,1,1,3,NA,NA,NA,NA,5186,United Kingdom 1991 General Household Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,"Data pertain to all women of reproductive age, irrespective of marital status.",NA,NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,1993,1993,16-49,MW,Europe,Northern Europe,NA,82,82,4,NA,NA,14,NA,0,6,NA,18,18,NA,0,23,1,3,3,NA,NA,NA,NA,2835,United Kingdom 1993 General Household Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,NA,NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,1995,1996,16-49,MW,Europe,Northern Europe,NA,82,80,6,NA,NA,14,NA,1,4,NA,19,17,NA,NA,22,2,3,4,NA,NA,NA,NA,6032,United Kingdom 1995-1996 General Household Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,NA,NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,1997,1998,16-49,AL,Europe,Northern Europe,NA,74,74,6,NA,0,11,NA,NA,4,NA,21,10,2,NA,26,2,2,4,NA,NA,NA,NA,5187,United Kingdom 1997 Omnibus Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,"Data pertain to all women of reproductive age, irrespective of marital status.",Including injectables and implants.,NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,1998,1998,16-49,MW,Europe,Northern Europe,NA,83,81,6,NA,NA,13,NA,2,6,NA,19,18,NA,NA,22,2,1,4,NA,NA,NA,NA,2885,United Kingdom 1998 General Household Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,NA,NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,1998,1999,16-49,MW,Europe,Northern Europe,NA,82,82,9,NA,0,14,NA,NA,5,NA,20,18,2,NA,23,3,3,6,NA,NA,NA,NA,5188,United Kingdom 1998 Omnibus Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,Including injectables and implants.,NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,1999,2e3,16-49,MW,Europe,Northern Europe,NA,76,76,7,NA,0,11,NA,NA,5,NA,22,11,3,NA,26,2,1,5,NA,NA,NA,NA,2891,United Kingdom 1999 Omnibus Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,Including injectables and implants.,NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,2e3,2001,16-49,MW,Europe,Northern Europe,NA,80,80,5,0,0,13,NA,NA,7,NA,22,16,2,NA,21,2,1,3,NA,NA,NA,NA,2905,United Kingdom 2000 Omnibus Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,Including injectables and implants.,NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,2001,2002,16-49,MW,Europe,Northern Europe,NA,83,82,6,0,NA,12,NA,NA,4,NA,19,19,3,NA,24,2,1,4,NA,NA,NA,NA,2914,United Kingdom 2001 Omnibus Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,"Including female condoms, injectables and implants.",NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,2002,2003,16-49,MW,Europe,Northern Europe,NA,84,81,5,0,0,13,NA,NA,7,NA,18,17,3,NA,22,1,1,4,NA,NA,NA,NA,2927,United Kingdom 2002-2003 Omnibus Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,Including injectables and implants.,NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,2002,2003,16-49,MW,Europe,Northern Europe,NA,80,80,7,NA,NA,11,NA,3,5,NA,19,18,NA,NA,23,2,1,5,NA,NA,NA,NA,6031,United Kingdom 2002-2003 General Household Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,NA,NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,2003,2004,16-49,MW,Europe,Northern Europe,NA,84,84,6,0,NA,14,NA,NA,5,NA,22,19,2,NA,21,2,1,4,NA,NA,NA,NA,2933,United Kingdom 2003-2004 Omnibus Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,"Including female condoms, injectables and implants.",NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,2004,2005,16-49,MW,Europe,Northern Europe,NA,82,79,6,0,NA,11,NA,NA,5,NA,20,18,3,NA,21,2,1,4,NA,NA,NA,NA,2938,United Kingdom 2004-2005 Omnibus Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,"Including female condoms, injectables and implants.",NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,2005,2006,16-49,MW,Europe,Northern Europe,NA,82,82,8,1,0,14,1,3,9,NA,25,20,NA,NA,26,2,3,6,NA,NA,NA,NA,2944,United Kingdom 2005-2006 Omnibus Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,NA,NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,2006,2007,16-49,MW,Europe,Northern Europe,NA,84,84,9,0,0,12,1,3,8,NA,25,20,NA,NA,31,4,1,5,NA,NA,NA,NA,2950,United Kingdom 2006-2007 Omnibus Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,NA,NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,2007,2008,16-49,MW,Europe,Northern Europe,NA,82,82,10,0,0,9,2,3,11,NA,27,19,0,NA,29,3,0,7,NA,NA,NA,NA,2954,United Kingdom 2007-2008 Omnibus Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,NA,NA,Excluding Northern Ireland.,NA,NA,NA
United Kingdom,826,2008,2008,16-49,MW,Europe,Northern Europe,NA,84,84,8,0,1,8,1,2,10,NA,27,21,1,NA,28,2,1,6,NA,NA,NA,NA,4853,United Kingdom 2008-2009 Omnibus Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,Including contraceptive patch.,NA,Excluding Northern Ireland.,NA,NA,NA
United Republic of Tanzania,834,1991,1992,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,10.4,6.6,3.9,NA,NA,1.6,0,0.4,0.4,NA,0.7,0,NA,0.6,3.4,1.4,0,1.9,9.4,18.4,27.8,17.3,1678,United Republic of Tanzania 1991-1992 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
United Republic of Tanzania,834,1994,1994,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,20.4,13.1,7.4,NA,NA,2,NA,2.8,1,NA,1.7,NA,NA,2.2,5.6,2.3,NA,2.8,9.7,17.5,27.3,27.5,1677,"United Republic of Tanzania 1994 Knowledge, Attitudes and Practices Survey",DHS,,NA,NA,NA,NA,NA,NA,NA,NA
United Republic of Tanzania,834,1996,1996,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,18.4,13.3,5,NA,NA,1.9,NA,4.5,0.6,NA,0.8,NA,NA,0.4,5.5,2,NA,2.6,10.1,15.8,26,30,1679,United Republic of Tanzania 1996 Demographic and Health Survey,DHS,,NA,NA,NA,Including abstinence.,NA,NA,NA,NA
United Republic of Tanzania,834,1999,1999,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,25.4,18.8,6.6,NA,NA,2,NA,6.3,0.4,1.9,2.7,NA,NA,1,5.3,2.2,NA,3.5,9,13.3,22.3,39.4,831,United Republic of Tanzania 1999 Reproductive and Child Health Survey,DHS,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
United Republic of Tanzania,834,2003,2004,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,28.2,23.4,4.8,NA,NA,2,0.5,11.8,0.5,NA,1.3,NA,NA,1.7,7.1,1.9,NA,1.1,NA,NA,NA,NA,2939,United Republic of Tanzania 2003-2004 HIV-AIDS Indicator Survey,DHS,,Figures by method do not add up to the total.,NA,NA,Including folk methods.,NA,NA,NA,NA
United Republic of Tanzania,834,2004,2005,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,26.4,20,6.4,NA,NA,2.6,0.5,8.3,0.2,0.5,2,0,NA,1.3,5.9,2,NA,3,8.2,16.1,24.3,39.4,1838,United Republic of Tanzania 2004-2005 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
United Republic of Tanzania,834,2009,2010,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,34.4,27.4,7,NA,NA,3.5,2.3,10.6,0.6,1.3,2.3,NA,NA,0.9,6.7,3.1,NA,2.9,9.4,15.9,25.3,45.9,4697,United Republic of Tanzania 2010 Demographic and Health Survey,DHS,,Figures by method do not add up to the total.,NA,NA,Including folk methods.,NA,NA,NA,NA
United Republic of Tanzania,834,2015,2016,15-49,MW,Africa,Sub-Saharan Africa,Eastern Africa,38.4,32,6.4,0,NA,3.4,6.7,12.6,0.9,0.5,2.4,0.1,NA,0.6,5.5,3.7,NA,2,6.6,15.5,22.1,52.9,5957,United Republic of Tanzania 2015-2016 Demographic and Health Survey,DHS,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
United States of America,840,1955,1955,18-39,MW,Americas,Northern America,NA,58.8,37.3,21.4,NA,NA,8.4,NA,0,NA,NA,15.9,0.9,0,10.4,NA,11,12.1,NA,NA,NA,NA,NA,5191,United States of America 1955 Growth of American Families Survey,National survey,,Adjusted.,Data pertain to white women only.,NA,NA,NA,NA,NA,NA
United States of America,840,1965,1965,15-44,MW,Americas,Northern America,NA,66.5,49.1,17.4,NA,NA,3.1,NA,NA,0.7,NA,14.6,2.7,NA,7,18.9,7.7,9.1,2.7,NA,NA,NA,NA,5192,United States of America 1965 National Fertility Survey,National survey,,NA,Data pertain to white women only.,NA,Including douching.,NA,NA,NA,NA
United States of America,840,1970,1970,15-44,MW,Americas,Northern America,NA,67.6,56.8,10.8,NA,NA,4.6,NA,NA,5.1,NA,10,4.9,NA,4.4,23.9,4.8,8.3,1.6,NA,NA,NA,NA,5193,United States of America 1970 National Fertility Survey,National survey,,NA,Data pertain to white women only.,NA,Including douching.,NA,NA,NA,NA
United States of America,840,1973,1973,15-44,MW,Americas,Northern America,NA,69.6,63.5,6.2,NA,NA,8.6,NA,NA,6.7,NA,9.4,7.8,NA,1.9,25.1,2.8,5.9,1.5,NA,NA,NA,NA,5194,United States of America 1973 National Survey of Family Growth,National survey,,NA,NA,NA,Including douching.,NA,NA,NA,NA
United States of America,840,1975,1975,15-44,MW,Americas,Northern America,NA,79,73.2,5.8,NA,NA,12.9,NA,NA,6.9,NA,8.6,11.8,NA,2,27.1,2.2,5.9,1.6,NA,NA,NA,NA,5195,United States of America 1975 National Fertility Survey,National survey,,NA,Data pertain to white women only.,NA,Including douching.,NA,NA,NA,NA
United States of America,840,1976,1976,15-44,MW,Americas,Northern America,NA,67.7,60.5,7.1,NA,NA,9.5,NA,NA,6.3,NA,7.3,9,NA,1.7,22.5,3.4,5.9,2,NA,NA,NA,NA,5196,United States of America 1976 National Survey of Family Growth,National survey,,NA,NA,NA,Including douching.,NA,NA,NA,NA
United States of America,840,1982,1982,15-44,MW,Americas,Northern America,NA,69.5,64,5.5,NA,NA,18.7,NA,NA,4.8,NA,9.8,10.8,NA,1.1,13.4,3.2,6.5,1.2,NA,NA,NA,NA,2733,United States of America 1982 National Survey of Family Growth,National survey,,NA,NA,NA,Including douching.,NA,NA,NA,NA
United States of America,840,1988,1988,15-44,MW,Americas,Northern America,NA,74.3,69.1,5.2,NA,NA,23.4,NA,NA,1.5,NA,10.6,12.9,NA,1.5,15.1,2,5.6,1.7,NA,NA,4,88.3,2792,United States of America 1988 National Survey of Family Growth,National survey,,NA,NA,NA,Including douching.,NA,NA,NA,NA
United States of America,840,1990,1990,15-44,MW,Americas,Northern America,NA,70.7,66.6,4,NA,NA,23.7,NA,NA,1,NA,9.9,13.6,1,1.1,14.5,2.4,2.9,0.5,NA,NA,6,86.8,2801,United States of America 1990 National Survey of Family Growth,National survey,,NA,NA,NA,NA,NA,NA,NA,"Data pertain to women who are married and fecund, had intercourse within the past month, and are not pregnant, postpartum or seeking pregnancy and are not using contraception."
United States of America,840,1995,1995,15-44,MW,Americas,Northern America,NA,76.4,70.5,5.7,NA,0,23.8,0.7,1.4,0.7,NA,13.3,13.2,NA,1.1,15.6,2.3,1.8,2.3,NA,NA,NA,NA,2861,United States of America 1995 National Survey of Family Growth,National survey,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
United States of America,840,2002,2002,15-44,MW,Americas,Northern America,NA,72.8,68.1,4.7,NA,NA,21.7,1,2.2,1.9,NA,12,11.2,0.7,NA,17.2,1.7,0.2,3,NA,NA,6.3,86.1,2928,United States of America 2002 National Survey of Family Growth,National survey,,NA,NA,Including female condoms.,NA,NA,NA,NA,"Data pertain to women who are married and fecund, had intercourse within the past three months, and are not pregnant, postpartum or seeking pregnancy and are not using contraception."
United States of America,840,2006,2008,15-44,MW,Americas,Northern America,NA,77.1,71.6,5.5,NA,NA,22.1,NA,1.7,5.2,NA,11.4,10.6,2.9,NA,17.7,0.9,NA,4.7,NA,NA,5.8,86.4,5198,United States of America 2006-2008 National Survey of Family Growth,National survey,,NA,Data pertain to women currently married and currently cohabiting.,"Including emergency contraception, female condoms, vaginal barrier methods and other methods.",NA,NA,Estimate.,"Excluding women who are currently pregnant, seeking pregnancy or postpartum; either nonsurgically sterile or sterile for noncontraceptive reasons; or are not using contraception but have not had sex since menarche or in the 3 months prior to the inteview.",NA
